BASIC_entity_name,BASIC_year,ASSETAB_GOODWILLQUALITY,ASSETAB_LONGRECEIVABLES,ASSETAB_PREPAIDQUALITY,ASSETAB_SOFTASSETS,ASSETAB_STOCK,CASHAB_DEPOSIT,CASHAB_LIMITEDCASH,CASHAB_OPERATINGCASH,COSTAB_ACCOUNTING,COSTAB_ACCRUALS,COSTAB_PERIODCOST,COSTAB_PREPAIDEXPENSES,COSTAB_PROFITGROWTH,COSTAB_SHOPPINGCASH,DEBTAB_DEBTSTRUCTURE,DEBTAB_FINANCINGSTRUCTURE,DILEMMAAB_FREECASHFLOW,DILEMMAAB_NEGAREVENUE,DILEMMAAB_OPCASH,FINANCINGAB_HIGHCASHDEBT,FINANCINGAB_HIGHINTEREST,FINANCINGAB_IDLEFUNDS,INVESTMENTAB_ASSETDISPOSAL,INVESTMENTAB_CONSTRUCTIONINVEST,INVESTMENTAB_INVESTSTRATEGY,REVENUEAB_CASHREVENUE,REVENUEAB_COSTREVENUE,REVENUEAB_REVENUEGROWTH,REVENUEAB_SELLINGEXPENSES,REVENUEAB_SELLONCREDITQUALITY,REVENUEAB_SELLONCREDITRATIO,REVENUEAB_TAXREVENUE,REVENUEAB_test,RINVESTAB_COMBINEDPROFIT,RINVESTAB_GOODWILLQUALITY,RINVESTAB_GROUP,RINVESTAB_SUBSIDIARYCASH,RPARTYAB_VARNISHOCCUPATION,RPARTYAB_VARNISHPROFIT,SURPLUSAB_ACCRUALS,SURPLUSAB_PROFITSTRUCTURE,SURPLUSAB_REVENUESTRUCTURE
四川东材科技集团股份有限公司,2017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2
四川东材科技集团股份有限公司,2018,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
四川东材科技集团股份有限公司,2019,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
四川东材科技集团股份有限公司,2020,0,0,0,0,0,1,0,0,2,2,0,0,2,0,1,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
四川东材科技集团股份有限公司,2021,0,0,0,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0
四川九洲投资控股集团有限公司,2020,0,0,0,1,0,2,2,2,2,2,0,1,2,2,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,2,2,2,0,1,0,1,2,0,0,1,0,0
四川九洲电器股份有限公司,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
四川侨源气体股份有限公司,2021,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
四川千里倍益康医疗科技股份有限公司,2020,0,0,0,1,1,1,0,0,2,2,2,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
四川千里倍益康医疗科技股份有限公司,2021,0,0,0,0,0,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
四川升达林业产业股份有限公司,2016,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
四川升达林业产业股份有限公司,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
四川升达林业产业股份有限公司,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,1,1,1,0,0
四川升达林业产业股份有限公司,2019,0,0,0,0,0,1,1,0,2,2,2,0,0,0,0,1,0,2,0,0,2,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,0
四川升达林业产业股份有限公司,2020,0,0,0,0,0,1,1,1,2,0,2,0,2,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,1,0,2,2,2
四川升达林业产业股份有限公司,2021,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,2,1,1,1,0,0
四川双马水泥股份有限公司,2018,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,1,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
四川发展龙蟒股份有限公司,2016,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,2,0,0,0,2,0,2,2,0,0,0,0,0,2,0,2,0,1,2,0,0,0,0,0
四川发展龙蟒股份有限公司,2017,0,0,0,1,0,0,0,2,1,2,2,0,2,0,0,1,1,0,1,0,0,0,1,0,1,2,0,0,2,0,0,1,0,1,0,0,0,0,0,1,2,2
四川发展龙蟒股份有限公司,2019,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,1,2,1,2,0,0,0
四川发展龙蟒股份有限公司,2020,0,0,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,2,2,1,2,0,1,1
四川合纵药易购医药股份有限公司,2018,0,0,1,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,2,0,0,0,0,2,0,1,1,0,0
四川合纵药易购医药股份有限公司,2019,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0
四川合纵药易购医药股份有限公司,2021,0,0,1,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,2,0,0,0,0,2,1,0,2,2,0
四川和邦生物科技股份有限公司,2019,2,0,0,2,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0
四川和邦生物科技股份有限公司,2020,2,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,2,0,0,0
四川和邦生物科技股份有限公司,2021,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,2,2,2,2,0,2,0,1,0
四川大西洋焊接材料股份有限公司,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
四川大西洋焊接材料股份有限公司,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
四川大通燃气开发股份有限公司,2016,2,0,2,2,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2,2,2,2,1,0,0,2,1,2,2,0,1,1,1,1,0,0,1,0,0
四川大通燃气开发股份有限公司,2017,2,0,2,2,0,0,0,0,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0
四川大通燃气开发股份有限公司,2018,2,0,2,2,1,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0
四川大通燃气开发股份有限公司,2019,1,0,0,1,0,2,0,2,2,2,2,0,2,0,1,1,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,2,2,2,2,0,0,2,0,0
四川大通燃气开发股份有限公司,2020,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0
四川大通燃气开发股份有限公司,2021,1,0,1,1,0,1,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0
四川天微电子股份有限公司,2018,0,0,0,1,1,0,0,0,2,2,2,0,2,0,0,1,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,0,0,0,0,2,0,0,0,0,0
四川天微电子股份有限公司,2020,0,0,0,0,0,1,0,1,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,2,0,0,1,0,0
四川天微电子股份有限公司,2021,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0
四川天邑康和通信股份有限公司,2018,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
四川天邑康和通信股份有限公司,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
四川天邑康和通信股份有限公司,2021,0,0,0,0,1,2,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
四川安控科技股份有限公司,2016,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,2,2,1,2,1,0,1,1,1,1,0,0,0,0,0
四川安控科技股份有限公司,2017,1,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0
四川安控科技股份有限公司,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,1,0,1,0,1,0,0,0
四川安控科技股份有限公司,2019,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,2,2,0,2,0,0,0,1,0
四川安控科技股份有限公司,2020,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,2,1,1,0,0,0
四川安控科技股份有限公司,2021,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0
四川宏达股份有限公司,2017,0,0,0,0,0,0,2,2,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
四川宏达股份有限公司,2018,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0
四川宏达股份有限公司,2019,0,0,0,2,0,1,0,1,2,2,0,2,2,0,0,1,0,0,0,0,1,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,2
四川宏达股份有限公司,2020,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,1,0,0,1,0
四川宏达股份有限公司,2021,0,0,0,0,0,2,2,2,2,2,0,0,2,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,2,1,0,2,2,2
四川富临运业集团股份有限公司,2016,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
四川富临运业集团股份有限公司,2020,2,0,2,2,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,2
四川川投能源股份有限公司,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
四川川润股份有限公司,2018,0,0,0,0,0,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,2,2,0,0,0,0,1,2,2,0,1,1
四川川润股份有限公司,2020,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,2,2,2,0,2,0,0,0,0,0,2,2,1,0,0,0,0
四川广安爱众股份有限公司,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0
四川广安爱众股份有限公司,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
四川广安爱众股份有限公司,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
四川德恩精工科技股份有限公司,2018,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
四川德恩精工科技股份有限公司,2019,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0
四川德恩精工科技股份有限公司,2020,0,0,0,1,0,1,0,0,2,2,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
四川德恩精工科技股份有限公司,2021,0,0,0,0,0,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0
四川成飞集成科技股份有限公司,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川成飞集成科技股份有限公司,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川成飞集成科技股份有限公司,2019,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
四川新希望房地产开发有限公司,2017,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,2,1,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0
四川新希望房地产开发有限公司,2018,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,1,0,1,0,1,1,0,0,0,2,0,1,2,2,1,0,0,0,0,0,0,2,2,0,0,0
四川新金路集团股份有限公司,2019,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0
四川新金路集团股份有限公司,2020,0,0,0,0,1,0,0,0,2,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0
四川新金路集团股份有限公司,2021,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
四川汇宇制药股份有限公司,2018,0,0,0,1,0,1,0,0,2,2,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0
四川汇宇制药股份有限公司,2021,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,1,0,0
四川汇源光通信股份有限公司,2017,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,2,0,0,1,0,0,0,0,0,1,2,0
四川汇源光通信股份有限公司,2018,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
四川汇源光通信股份有限公司,2019,0,0,0,1,0,1,0,0,2,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,2,2,0,2,0
四川汇源光通信股份有限公司,2020,0,0,0,0,0,1,0,0,2,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0
四川泸天化股份有限公司,2016,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
四川泸天化股份有限公司,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
四川泸天化股份有限公司,2018,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
四川泸天化股份有限公司,2019,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
四川泸天化股份有限公司,2020,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
四川浩物机电股份有限公司,2019,0,0,0,0,0,0,0,2,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,2,2,0
四川浪莎控股股份有限公司,2017,0,0,0,0,0,1,2,2,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川海特高新技术股份有限公司,2016,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
四川海特高新技术股份有限公司,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
四川海特高新技术股份有限公司,2018,0,0,0,1,0,0,0,0,1,2,2,0,2,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,2,2,0,0,0,0,1,0,2,0,1,1
四川海特高新技术股份有限公司,2019,0,0,0,1,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,2,0,0,0,0,0,2,2,0,1,0,1,1
四川海特高新技术股份有限公司,2020,0,0,0,1,0,1,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,2,0,2,0,2,0,0,2,0,1,0,0,0
四川海特高新技术股份有限公司,2021,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,2,2,0,1,1
四川省新能源动力股份有限公司,2016,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
四川省新能源动力股份有限公司,2017,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川省新能源动力股份有限公司,2018,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
四川省新能源动力股份有限公司,2019,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
四川省新能源动力股份有限公司,2020,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
四川省港航投资集团有限责任公司,2021,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,2,2,0,0,0,2,2,1,1,0,1,0
四川科新机电股份有限公司,2016,0,0,0,0,0,0,2,2,2,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,0,1,0,0,1,1,1,1,1,0
四川科新机电股份有限公司,2019,0,0,0,1,0,1,1,0,2,2,0,0,2,2,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0
四川科新机电股份有限公司,2020,0,0,0,0,0,0,2,2,2,0,0,0,2,2,1,1,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,2,2,2,1,0,0
四川蓝光发展股份有限公司,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
四川蓝光发展股份有限公司,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
四川蓝光发展股份有限公司,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
四川观想科技股份有限公司,2021,0,0,0,0,0,1,0,1,2,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,2,2,0,0
四川达威科技股份有限公司,2016,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
四川达威科技股份有限公司,2017,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
四川达威科技股份有限公司,2018,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,2,0,0,1,2,2,0,1,0,0,1,0,2,0,0,0
四川达威科技股份有限公司,2020,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,0,0,0,0,2,0,2,0,0,0
四川达威科技股份有限公司,2021,0,0,0,1,0,1,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0
四川迅游网络科技股份有限公司,2016,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1
四川迅游网络科技股份有限公司,2017,2,0,1,2,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0
四川迅游网络科技股份有限公司,2018,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0
四川迅游网络科技股份有限公司,2019,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1
四川迅游网络科技股份有限公司,2020,0,0,0,0,0,1,0,1,2,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,2,0,0,2,0,0,2,2,0
四川迅游网络科技股份有限公司,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0
四川金时科技股份有限公司,2017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
四川金时科技股份有限公司,2020,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
四川金时科技股份有限公司,2021,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
四川金石亚洲医药股份有限公司,2017,2,0,0,2,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,1,0,0,2,2,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0
四川金石亚洲医药股份有限公司,2021,2,0,2,2,0,1,0,1,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,2,2,2,1,0,0
四川金顶(集团)股份有限公司,2016,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,2,1,1,0,0,0
四川金顶(集团)股份有限公司,2017,0,0,0,1,0,0,0,1,1,2,2,0,2,0,0,1,0,0,0,0,0,0,2,0,2,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1
四川金顶(集团)股份有限公司,2018,0,0,2,2,0,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,2,0,0,0
四川金顶(集团)股份有限公司,2019,0,0,0,2,2,0,1,0,2,0,0,0,2,2,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
四川金顶(集团)股份有限公司,2020,0,0,0,2,0,1,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
四川金顶(集团)股份有限公司,2021,0,0,1,0,1,1,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
四川雅化实业集团股份有限公司,2016,2,0,2,2,2,0,0,0,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
四川雅化实业集团股份有限公司,2017,2,0,0,2,2,0,0,0,2,2,1,0,0,2,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
四川雅化实业集团股份有限公司,2018,2,0,0,2,2,0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
